order_id,item_seq,product_id,quantity,unit_price,total_price
ORD_0000143,1,PROD_00236,1,56000,56000
ORD_0000144,1,PROD_00067,1,27000,27000
ORD_0000145,1,PROD_00368,2,27000,54000
ORD_0000145,2,PROD_00132,1,86000,86000
ORD_0000145,3,PROD_00331,1,11000,11000
ORD_0000145,4,PROD_00414,2,18000,36000
ORD_0000146,1,PROD_00349,1,18000,18000
ORD_0000146,2,PROD_00135,1,54000,54000
ORD_0000146,3,PROD_00237,1,11000,11000
ORD_0000147,1,PROD_00236,1,56000,56000
ORD_0000148,1,PROD_00204,1,46000,46000
ORD_0000149,1,PROD_00403,1,20000,20000
ORD_0000150,1,PROD_00261,1,11000,11000
ORD_0000151,1,PROD_00170,1,57000,57000
ORD_0000151,2,PROD_00236,2,56000,112000
ORD_0000151,3,PROD_00332,1,24000,24000
ORD_0000151,4,PROD_00238,1,46000,46000
ORD_0000151,5,PROD_00250,1,30000,30000
ORD_0000152,1,PROD_00479,1,20000,20000
ORD_0000152,2,PROD_00256,1,54000,54000
ORD_0000153,1,PROD_00240,1,76000,76000
ORD_0000154,1,PROD_00370,1,37000,37000
ORD_0000155,1,PROD_00074,1,135000,135000
ORD_0000155,2,PROD_00236,3,56000,168000
ORD_0000156,1,PROD_00299,2,172000,344000
ORD_0000157,1,PROD_00215,2,10000,20000
ORD_0000158,1,PROD_00408,1,16000,16000
ORD_0000159,1,PROD_00234,1,61000,61000
ORD_0000160,1,PROD_00067,1,27000,27000
ORD_0000160,2,PROD_00462,1,32000,32000
ORD_0000160,3,PROD_00312,1,475000,475000
ORD_0000161,1,PROD_00372,1,20000,20000
ORD_0000162,1,PROD_00403,1,20000,20000
ORD_0000163,1,PROD_00236,1,56000,56000
ORD_0000164,1,PROD_00074,1,135000,135000
ORD_0000165,1,PROD_00099,1,123000,123000
ORD_0000166,1,PROD_00071,1,64000,64000
ORD_0000166,2,PROD_00250,1,30000,30000
ORD_0000167,1,PROD_00437,1,79000,79000
ORD_0000167,2,PROD_00179,1,35000,35000
ORD_0000167,3,PROD_00236,1,56000,56000
ORD_0000168,1,PROD_00396,1,12000,12000
ORD_0000168,2,PROD_00236,1,56000,56000
ORD_0000169,1,PROD_00403,2,20000,40000
ORD_0000170,1,PROD_00312,1,475000,475000
ORD_0000171,1,PROD_00403,1,20000,20000
ORD_0000172,1,PROD_00236,1,56000,56000
ORD_0000172,2,PROD_00076,1,139000,139000
ORD_0000172,3,PROD_00243,1,11000,11000
ORD_0000172,4,PROD_00144,2,32000,64000
ORD_0000172,5,PROD_00276,1,136000,136000
ORD_0000173,1,PROD_00365,2,25000,50000
ORD_0000174,1,PROD_00236,1,56000,56000
ORD_0000175,1,PROD_00236,1,56000,56000
ORD_0000175,2,PROD_00259,1,15000,15000
ORD_0000175,3,PROD_00258,1,25000,25000
ORD_0000176,1,PROD_00236,2,56000,112000
ORD_0000177,1,PROD_00077,1,55000,55000
ORD_0000178,1,PROD_00236,1,56000,56000
ORD_0000179,1,PROD_00462,1,32000,32000
ORD_0000179,2,PROD_00236,1,56000,56000
ORD_0000179,3,PROD_00396,1,12000,12000
ORD_0000180,1,PROD_00236,1,56000,56000
ORD_0000181,1,PROD_00236,1,56000,56000
ORD_0000182,1,PROD_00076,1,139000,139000
ORD_0000183,1,PROD_00236,1,56000,56000
ORD_0000183,2,PROD_00067,2,27000,54000
ORD_0000184,1,PROD_00368,1,27000,27000
ORD_0000185,1,PROD_00058,2,55000,110000
ORD_0000186,1,PROD_00236,1,56000,56000
ORD_0000187,1,PROD_00236,1,56000,56000
ORD_0000188,1,PROD_00395,1,5000,5000
ORD_0000188,2,PROD_00236,2,56000,112000
ORD_0000188,3,PROD_00347,1,31000,31000
ORD_0000189,1,PROD_00229,2,20000,40000
ORD_0000190,1,PROD_00323,2,39000,78000
ORD_0000190,2,PROD_00236,1,56000,56000
ORD_0000190,3,PROD_00055,1,52000,52000
ORD_0000191,1,PROD_00051,1,34000,34000
ORD_0000192,1,PROD_00192,1,26000,26000
ORD_0000193,1,PROD_00076,1,139000,139000
ORD_0000194,1,PROD_00077,1,55000,55000
ORD_0000195,1,PROD_00238,1,46000,46000
ORD_0000196,1,PROD_00236,1,56000,56000
ORD_0000197,1,PROD_00198,1,21000,21000
ORD_0000197,2,PROD_00047,1,126000,126000
ORD_0000198,1,PROD_00250,1,30000,30000
ORD_0000199,1,PROD_00161,2,99000,198000
ORD_0000199,2,PROD_00026,1,81000,81000
ORD_0000199,3,PROD_00368,1,27000,27000
ORD_0000199,4,PROD_00236,1,56000,56000
ORD_0000199,5,PROD_00115,1,78000,78000
ORD_0000200,1,PROD_00475,1,22000,22000
ORD_0000201,1,PROD_00064,1,98000,98000
ORD_0000202,1,PROD_00287,1,355000,355000
ORD_0000203,1,PROD_00236,1,56000,56000
ORD_0000203,2,PROD_00201,2,17000,34000
ORD_0000204,1,PROD_00283,2,328000,656000
ORD_0000204,2,PROD_00251,1,54000,54000
ORD_0000205,1,PROD_00347,1,31000,31000
ORD_0000206,1,PROD_00229,1,20000,20000
ORD_0000206,2,PROD_00271,1,236000,236000
ORD_0000207,1,PROD_00368,1,27000,27000
ORD_0000208,1,PROD_00236,1,56000,56000
ORD_0000209,1,PROD_00408,1,16000,16000
ORD_0000210,1,PROD_00076,1,139000,139000
ORD_0000211,1,PROD_00124,1,13000,13000
ORD_0000211,2,PROD_00306,1,57000,57000
ORD_0000212,1,PROD_00368,2,27000,54000
ORD_0000213,1,PROD_00347,1,31000,31000
ORD_0000213,2,PROD_00436,1,77000,77000
ORD_0000214,1,PROD_00124,1,13000,13000
ORD_0000214,2,PROD_00071,1,64000,64000
ORD_0000214,3,PROD_00186,1,91000,91000
ORD_0000214,4,PROD_00236,2,56000,112000
ORD_0000214,5,PROD_00159,1,63000,63000
ORD_0000215,1,PROD_00347,1,31000,31000
ORD_0000216,1,PROD_00288,2,326000,652000
ORD_0000216,2,PROD_00236,1,56000,56000
ORD_0000216,3,PROD_00067,3,27000,81000
ORD_0000217,1,PROD_00144,1,32000,32000
ORD_0000217,2,PROD_00003,1,119000,119000
ORD_0000217,3,PROD_00076,1,139000,139000
ORD_0000217,4,PROD_00071,1,64000,64000
ORD_0000217,5,PROD_00061,1,71000,71000
ORD_0000218,1,PROD_00395,1,5000,5000
ORD_0000218,2,PROD_00236,3,56000,168000
ORD_0000219,1,PROD_00141,1,65000,65000
ORD_0000219,2,PROD_00236,2,56000,112000
ORD_0000220,1,PROD_00096,1,139000,139000
ORD_0000221,1,PROD_00288,3,326000,978000
ORD_0000222,1,PROD_00236,1,56000,56000
ORD_0000222,2,PROD_00395,1,5000,5000
ORD_0000222,3,PROD_00076,1,139000,139000
ORD_0000222,4,PROD_00272,1,76000,76000
ORD_0000222,5,PROD_00241,2,55000,110000
ORD_0000223,1,PROD_00424,1,22000,22000
ORD_0000224,1,PROD_00074,2,135000,270000
ORD_0000225,1,PROD_00368,1,27000,27000
ORD_0000226,1,PROD_00435,1,115000,115000
ORD_0000226,2,PROD_00475,2,22000,44000
ORD_0000226,3,PROD_00058,1,55000,55000
ORD_0000227,1,PROD_00185,1,45000,45000
ORD_0000228,1,PROD_00417,1,11000,11000
ORD_0000228,2,PROD_00144,3,32000,96000
ORD_0000229,1,PROD_00236,1,56000,56000
ORD_0000230,1,PROD_00336,1,14000,14000
ORD_0000230,2,PROD_00051,1,34000,34000
ORD_0000231,1,PROD_00236,1,56000,56000
ORD_0000232,1,PROD_00236,2,56000,112000
ORD_0000232,2,PROD_00347,1,31000,31000
ORD_0000232,3,PROD_00051,1,34000,34000
ORD_0000232,4,PROD_00368,1,27000,27000
ORD_0000232,5,PROD_00370,1,37000,37000
ORD_0000233,1,PROD_00364,3,20000,60000
ORD_0000233,2,PROD_00250,1,30000,30000
ORD_0000234,1,PROD_00185,1,45000,45000
ORD_0000235,1,PROD_00472,2,21000,42000
ORD_0000235,2,PROD_00250,1,30000,30000
ORD_0000235,3,PROD_00403,1,20000,20000
ORD_0000235,4,PROD_00275,2,402000,804000
ORD_0000236,1,PROD_00185,1,45000,45000
ORD_0000236,2,PROD_00236,1,56000,56000
ORD_0000237,1,PROD_00235,3,69000,207000
ORD_0000237,2,PROD_00237,1,11000,11000
ORD_0000237,3,PROD_00395,1,5000,5000
ORD_0000238,1,PROD_00400,1,16000,16000
ORD_0000239,1,PROD_00368,2,27000,54000
ORD_0000239,2,PROD_00475,1,22000,22000
ORD_0000239,3,PROD_00153,2,64000,128000
ORD_0000239,4,PROD_00124,1,13000,13000
ORD_0000240,1,PROD_00124,1,13000,13000
ORD_0000240,2,PROD_00236,1,56000,56000
ORD_0000240,3,PROD_00080,1,144000,144000
ORD_0000240,4,PROD_00171,1,97000,97000
ORD_0000241,1,PROD_00051,2,34000,68000
ORD_0000241,2,PROD_00236,1,56000,56000
ORD_0000242,1,PROD_00238,1,46000,46000
ORD_0000242,2,PROD_00421,1,7000,7000
ORD_0000242,3,PROD_00201,1,17000,17000
ORD_0000243,1,PROD_00283,1,328000,328000
ORD_0000243,2,PROD_00236,1,56000,56000
ORD_0000244,1,PROD_00121,3,74000,222000
ORD_0000244,2,PROD_00056,1,114000,114000
ORD_0000244,3,PROD_00236,2,56000,112000
ORD_0000244,4,PROD_00465,1,24000,24000
ORD_0000244,5,PROD_00450,1,62000,62000
ORD_0000245,1,PROD_00416,1,30000,30000
ORD_0000245,2,PROD_00236,1,56000,56000
ORD_0000246,1,PROD_00236,1,56000,56000
ORD_0000247,1,PROD_00201,1,17000,17000
ORD_0000248,1,PROD_00250,1,30000,30000
ORD_0000249,1,PROD_00291,1,389000,389000
ORD_0000249,2,PROD_00408,1,16000,16000
ORD_0000250,1,PROD_00108,1,38000,38000
ORD_0000251,1,PROD_00236,2,56000,112000
ORD_0000252,1,PROD_00304,1,246000,246000
ORD_0000252,2,PROD_00408,1,16000,16000
ORD_0000253,1,PROD_00336,1,14000,14000
ORD_0000253,2,PROD_00369,1,6000,6000
ORD_0000254,1,PROD_00076,3,139000,417000
ORD_0000255,1,PROD_00258,1,25000,25000
ORD_0000256,1,PROD_00236,1,56000,56000
ORD_0000257,1,PROD_00424,1,22000,22000
ORD_0000257,2,PROD_00236,3,56000,168000
ORD_0000257,3,PROD_00250,2,30000,60000
ORD_0000258,1,PROD_00055,1,52000,52000
ORD_0000258,2,PROD_00435,1,115000,115000
ORD_0000258,3,PROD_00018,2,118000,236000
ORD_0000259,1,PROD_00051,1,34000,34000
ORD_0000259,2,PROD_00250,3,30000,90000
ORD_0000260,1,PROD_00347,1,31000,31000
ORD_0000260,2,PROD_00324,1,6000,6000
ORD_0000261,1,PROD_00236,2,56000,112000
ORD_0000262,1,PROD_00166,1,11000,11000
ORD_0000263,1,PROD_00115,1,78000,78000
ORD_0000264,1,PROD_00076,1,139000,139000
ORD_0000264,2,PROD_00236,1,56000,56000
ORD_0000264,3,PROD_00312,1,475000,475000
ORD_0000265,1,PROD_00236,1,56000,56000
ORD_0000266,1,PROD_00236,1,56000,56000
ORD_0000267,1,PROD_00475,1,22000,22000
ORD_0000268,1,PROD_00408,1,16000,16000
ORD_0000269,1,PROD_00204,3,46000,138000
ORD_0000269,2,PROD_00368,1,27000,27000
ORD_0000270,1,PROD_00403,2,20000,40000
ORD_0000271,1,PROD_00411,1,23000,23000
ORD_0000272,1,PROD_00099,2,123000,246000
ORD_0000273,1,PROD_00238,1,46000,46000
ORD_0000273,2,PROD_00312,1,475000,475000
ORD_0000274,1,PROD_00076,2,139000,278000
ORD_0000275,1,PROD_00074,2,135000,270000
ORD_0000276,1,PROD_00071,1,64000,64000
ORD_0000277,1,PROD_00250,2,30000,60000
ORD_0000278,1,PROD_00403,1,20000,20000
ORD_0000278,2,PROD_00216,1,40000,40000
ORD_0000279,1,PROD_00250,1,30000,30000
ORD_0000280,1,PROD_00322,1,16000,16000
ORD_0000280,2,PROD_00373,1,45000,45000
ORD_0000280,3,PROD_00236,3,56000,168000
ORD_0000281,1,PROD_00368,1,27000,27000
ORD_0000282,1,PROD_00115,1,78000,78000
ORD_0000282,2,PROD_00334,1,35000,35000
ORD_0000283,1,PROD_00304,3,246000,738000
ORD_0000283,2,PROD_00236,1,56000,56000
ORD_0000283,3,PROD_00039,1,102000,102000
ORD_0000284,1,PROD_00408,1,16000,16000
ORD_0000285,1,PROD_00347,2,31000,62000
ORD_0000286,1,PROD_00236,1,56000,56000
ORD_0000286,2,PROD_00289,1,442000,442000
ORD_0000287,1,PROD_00236,1,56000,56000
ORD_0000287,2,PROD_00347,1,31000,31000
ORD_0000287,3,PROD_00238,2,46000,92000
ORD_0000287,4,PROD_00368,2,27000,54000
ORD_0000288,1,PROD_00395,1,5000,5000
ORD_0000289,1,PROD_00076,1,139000,139000
ORD_0000290,1,PROD_00236,1,56000,56000
ORD_0000291,1,PROD_00051,1,34000,34000
ORD_0000291,2,PROD_00291,3,389000,1167000
ORD_0000292,1,PROD_00135,1,54000,54000
ORD_0000292,2,PROD_00037,1,19000,19000
ORD_0000292,3,PROD_00185,1,45000,45000
ORD_0000292,4,PROD_00395,1,5000,5000
ORD_0000293,1,PROD_00370,1,37000,37000
ORD_0000294,1,PROD_00056,1,114000,114000
ORD_0000294,2,PROD_00231,1,21000,21000
ORD_0000294,3,PROD_00236,1,56000,56000
ORD_0000294,4,PROD_00229,1,20000,20000
ORD_0000295,1,PROD_00076,2,139000,278000
ORD_0000296,1,PROD_00236,1,56000,56000
ORD_0000296,2,PROD_00336,1,14000,14000
ORD_0000296,3,PROD_00188,1,35000,35000
ORD_0000296,4,PROD_00368,1,27000,27000
ORD_0000297,1,PROD_00475,1,22000,22000
ORD_0000297,2,PROD_00047,1,126000,126000
ORD_0000297,3,PROD_00285,1,208000,208000
ORD_0000298,1,PROD_00236,1,56000,56000
ORD_0000298,2,PROD_00067,1,27000,27000
ORD_0000299,1,PROD_00195,1,66000,66000
ORD_0000300,1,PROD_00336,1,14000,14000
ORD_0000300,2,PROD_00236,1,56000,56000
ORD_0000301,1,PROD_00077,2,55000,110000
ORD_0000301,2,PROD_00031,1,72000,72000
ORD_0000301,3,PROD_00250,2,30000,60000
ORD_0000302,1,PROD_00002,1,147000,147000
ORD_0000303,1,PROD_00403,1,20000,20000
ORD_0000304,1,PROD_00185,1,45000,45000
ORD_0000304,2,PROD_00003,1,119000,119000
ORD_0000305,1,PROD_00350,1,37000,37000
ORD_0000305,2,PROD_00236,3,56000,168000
ORD_0000305,3,PROD_00144,2,32000,64000
ORD_0000305,4,PROD_00187,1,33000,33000
ORD_0000305,5,PROD_00271,2,236000,472000
ORD_0000306,1,PROD_00409,1,6000,6000
ORD_0000307,1,PROD_00236,1,56000,56000
ORD_0000308,1,PROD_00236,2,56000,112000
ORD_0000308,2,PROD_00074,2,135000,270000
ORD_0000308,3,PROD_00258,1,25000,25000
ORD_0000309,1,PROD_00403,1,20000,20000
ORD_0000310,1,PROD_00235,1,69000,69000
ORD_0000311,1,PROD_00208,1,55000,55000
ORD_0000312,1,PROD_00236,1,56000,56000
ORD_0000313,1,PROD_00236,1,56000,56000
ORD_0000314,1,PROD_00236,1,56000,56000
ORD_0000315,1,PROD_00051,2,34000,68000
ORD_0000316,1,PROD_00409,3,6000,18000
ORD_0000317,1,PROD_00029,2,134000,268000
ORD_0000318,1,PROD_00236,1,56000,56000
ORD_0000319,1,PROD_00236,1,56000,56000
ORD_0000319,2,PROD_00077,1,55000,55000
ORD_0000320,1,PROD_00185,2,45000,90000
ORD_0000320,2,PROD_00395,1,5000,5000
ORD_0000320,3,PROD_00283,1,328000,328000
ORD_0000321,1,PROD_00043,1,135000,135000
ORD_0000321,2,PROD_00236,2,56000,112000
ORD_0000322,1,PROD_00236,1,56000,56000
ORD_0000323,1,PROD_00451,1,30000,30000
ORD_0000323,2,PROD_00400,1,16000,16000
ORD_0000324,1,PROD_00057,1,27000,27000
ORD_0000324,2,PROD_00383,1,11000,11000
ORD_0000324,3,PROD_00282,1,113000,113000
ORD_0000325,1,PROD_00236,1,56000,56000
ORD_0000326,1,PROD_00236,1,56000,56000
ORD_0000327,1,PROD_00421,1,7000,7000
ORD_0000327,2,PROD_00135,1,54000,54000
ORD_0000328,1,PROD_00080,1,144000,144000
ORD_0000329,1,PROD_00185,1,45000,45000
ORD_0000329,2,PROD_00076,1,139000,139000
ORD_0000330,1,PROD_00085,1,80000,80000
ORD_0000331,1,PROD_00395,1,5000,5000
ORD_0000331,2,PROD_00236,1,56000,56000
