order_id,payment_method,subtotal,shipping_fee,discount,total_amount
ORD_0000042,신용카드,80000,0,0.0,80000.0
ORD_0000043,네이버페이,248000,0,0.0,248000.0
ORD_0000044,휴대폰결제,135000,0,0.0,135000.0
ORD_0000045,신용카드,96000,0,9500.0,86500.0
ORD_0000046,카카오페이,123000,0,0.0,123000.0
ORD_0000047,토스페이,152000,0,0.0,152000.0
ORD_0000048,토스페이,54000,0,0.0,54000.0
ORD_0000049,휴대폰결제,148000,0,0.0,148000.0
ORD_0000050,신용카드,180000,0,17400.0,162600.0
ORD_0000051,신용카드,129000,0,17400.0,111600.0
ORD_0000052,휴대폰결제,55000,0,0.0,55000.0
ORD_0000053,신용카드,66000,0,6100.0,59900.0
ORD_0000054,신용카드,87000,0,0.0,87000.0
ORD_0000055,네이버페이,69000,0,0.0,69000.0
ORD_0000056,신용카드,199000,0,0.0,199000.0
ORD_0000057,네이버페이,34000,3000,0.0,37000.0
ORD_0000058,신용카드,127000,0,0.0,127000.0
ORD_0000059,카카오페이,31000,3000,0.0,34000.0
ORD_0000060,신용카드,135000,0,0.0,135000.0
ORD_0000061,신용카드,61000,0,0.0,61000.0
ORD_0000062,신용카드,20000,3000,0.0,23000.0
ORD_0000063,신용카드,389000,0,0.0,389000.0
ORD_0000064,신용카드,72000,0,0.0,72000.0
ORD_0000065,카카오페이,389000,0,0.0,389000.0
ORD_0000066,신용카드,56000,0,4700.0,51300.0
ORD_0000067,카카오페이,136000,0,0.0,136000.0
ORD_0000068,네이버페이,13000,3000,0.0,16000.0
ORD_0000069,카카오페이,56000,0,5900.0,50100.0
ORD_0000070,카카오페이,58000,0,4100.0,53900.0
ORD_0000071,토스페이,62000,0,0.0,62000.0
ORD_0000072,토스페이,200000,0,0.0,200000.0
ORD_0000073,카카오페이,5000,3000,0.0,8000.0
ORD_0000074,신용카드,56000,0,3600.0,52400.0
ORD_0000075,신용카드,17000,3000,2000.0,18000.0
ORD_0000076,신용카드,99000,0,0.0,99000.0
ORD_0000077,네이버페이,56000,0,0.0,56000.0
ORD_0000078,신용카드,128000,0,0.0,128000.0
ORD_0000079,토스페이,86000,0,0.0,86000.0
ORD_0000080,네이버페이,17000,3000,0.0,20000.0
ORD_0000081,카카오페이,551000,0,0.0,551000.0
ORD_0000082,카카오페이,218000,0,0.0,218000.0
ORD_0000083,네이버페이,44000,3000,0.0,47000.0
ORD_0000084,신용카드,27000,3000,0.0,30000.0
ORD_0000085,신용카드,168000,0,9200.0,158800.0
ORD_0000086,휴대폰결제,389000,0,0.0,389000.0
ORD_0000087,토스페이,297000,0,26000.0,271000.0
ORD_0000088,무통장입금,56000,0,4100.0,51900.0
ORD_0000089,무통장입금,64000,0,0.0,64000.0
ORD_0000090,신용카드,101000,0,0.0,101000.0
ORD_0000091,신용카드,352000,0,38700.0,313300.0
ORD_0000092,신용카드,191000,0,10200.0,180800.0
ORD_0000093,신용카드,51000,0,5400.0,45600.0
ORD_0000094,토스페이,55000,0,6200.0,48800.0
ORD_0000095,네이버페이,83000,0,0.0,83000.0
ORD_0000096,신용카드,67000,0,7200.0,59800.0
ORD_0000097,신용카드,45000,3000,0.0,48000.0
ORD_0000098,네이버페이,259000,0,0.0,259000.0
ORD_0000099,토스페이,787000,0,62700.0,724300.0
ORD_0000100,네이버페이,62000,0,0.0,62000.0
ORD_0000101,신용카드,56000,0,7100.0,48900.0
ORD_0000102,신용카드,107000,0,0.0,107000.0
ORD_0000103,카카오페이,217000,0,27000.0,190000.0
ORD_0000104,네이버페이,18000,3000,1900.0,19100.0
ORD_0000105,신용카드,54000,0,7900.0,46100.0
ORD_0000106,카카오페이,136000,0,0.0,136000.0
ORD_0000107,신용카드,16000,3000,900.0,18100.0
ORD_0000108,토스페이,45000,3000,0.0,48000.0
ORD_0000109,카카오페이,14000,3000,0.0,17000.0
ORD_0000110,신용카드,255000,0,0.0,255000.0
ORD_0000111,신용카드,56000,0,0.0,56000.0
ORD_0000112,휴대폰결제,232000,0,0.0,232000.0
ORD_0000113,휴대폰결제,16000,3000,800.0,18200.0
ORD_0000114,무통장입금,88000,0,0.0,88000.0
ORD_0000115,토스페이,478000,0,0.0,478000.0
ORD_0000116,휴대폰결제,13000,3000,0.0,16000.0
ORD_0000117,네이버페이,64000,0,0.0,64000.0
ORD_0000118,네이버페이,118000,0,0.0,118000.0
ORD_0000119,신용카드,16000,3000,800.0,18200.0
ORD_0000120,휴대폰결제,395000,0,42000.0,353000.0
ORD_0000121,카카오페이,37000,3000,0.0,40000.0
ORD_0000122,카카오페이,69000,0,0.0,69000.0
ORD_0000123,토스페이,112000,0,7600.0,104400.0
ORD_0000124,신용카드,326000,0,0.0,326000.0
ORD_0000125,네이버페이,171000,0,0.0,171000.0
ORD_0000126,신용카드,185000,0,0.0,185000.0
ORD_0000127,신용카드,10000,3000,0.0,13000.0
ORD_0000128,신용카드,13000,3000,1700.0,14300.0
ORD_0000129,네이버페이,175000,0,0.0,175000.0
ORD_0000130,신용카드,56000,0,0.0,56000.0
ORD_0000131,신용카드,201000,0,0.0,201000.0
ORD_0000132,휴대폰결제,31000,3000,2700.0,31300.0
ORD_0000133,카카오페이,10000,3000,0.0,13000.0
ORD_0000134,네이버페이,64000,0,0.0,64000.0
ORD_0000135,신용카드,114000,0,0.0,114000.0
ORD_0000136,네이버페이,355000,0,34500.0,320500.0
ORD_0000137,신용카드,139000,0,13000.0,126000.0
ORD_0000138,신용카드,218000,0,0.0,218000.0
ORD_0000139,네이버페이,5000,3000,0.0,8000.0
ORD_0000140,네이버페이,56000,0,6700.0,49300.0
ORD_0000141,네이버페이,16000,3000,1800.0,17200.0
ORD_0000142,네이버페이,46000,3000,3300.0,45700.0
ORD_0000143,신용카드,56000,0,0.0,56000.0
ORD_0000144,신용카드,27000,3000,0.0,30000.0
ORD_0000145,무통장입금,187000,0,0.0,187000.0
ORD_0000146,신용카드,83000,0,0.0,83000.0
ORD_0000147,카카오페이,56000,0,0.0,56000.0
ORD_0000148,신용카드,46000,3000,0.0,49000.0
ORD_0000149,네이버페이,20000,3000,0.0,23000.0
ORD_0000150,신용카드,11000,3000,0.0,14000.0
ORD_0000151,신용카드,269000,0,34500.0,234500.0
ORD_0000152,토스페이,74000,0,0.0,74000.0
ORD_0000153,카카오페이,76000,0,5000.0,71000.0
ORD_0000154,네이버페이,37000,3000,3700.0,36300.0
ORD_0000155,신용카드,303000,0,0.0,303000.0
ORD_0000156,네이버페이,344000,0,42300.0,301700.0
ORD_0000157,카카오페이,20000,3000,0.0,23000.0
ORD_0000158,네이버페이,16000,3000,0.0,19000.0
ORD_0000159,신용카드,61000,0,0.0,61000.0
ORD_0000160,휴대폰결제,534000,0,0.0,534000.0
ORD_0000161,신용카드,20000,3000,1600.0,21400.0
ORD_0000162,카카오페이,20000,3000,0.0,23000.0
ORD_0000163,카카오페이,56000,0,0.0,56000.0
ORD_0000164,신용카드,135000,0,0.0,135000.0
ORD_0000165,카카오페이,123000,0,0.0,123000.0
ORD_0000166,네이버페이,94000,0,9700.0,84300.0
ORD_0000167,휴대폰결제,170000,0,0.0,170000.0
ORD_0000168,토스페이,68000,0,0.0,68000.0
ORD_0000169,신용카드,40000,3000,0.0,43000.0
ORD_0000170,카카오페이,475000,0,0.0,475000.0
ORD_0000171,토스페이,20000,3000,0.0,23000.0
ORD_0000172,네이버페이,406000,0,0.0,406000.0
ORD_0000173,토스페이,50000,0,0.0,50000.0
ORD_0000174,신용카드,56000,0,6500.0,49500.0
ORD_0000175,신용카드,96000,0,8500.0,87500.0
ORD_0000176,카카오페이,112000,0,0.0,112000.0
ORD_0000177,신용카드,55000,0,0.0,55000.0
ORD_0000178,신용카드,56000,0,0.0,56000.0
ORD_0000179,신용카드,100000,0,11200.0,88800.0
ORD_0000180,신용카드,56000,0,0.0,56000.0
ORD_0000181,토스페이,56000,0,0.0,56000.0
ORD_0000182,토스페이,139000,0,12800.0,126200.0
ORD_0000183,토스페이,110000,0,0.0,110000.0
ORD_0000184,신용카드,27000,3000,0.0,30000.0
ORD_0000185,휴대폰결제,110000,0,0.0,110000.0
ORD_0000186,신용카드,56000,0,5900.0,50100.0
ORD_0000187,신용카드,56000,0,0.0,56000.0
ORD_0000188,신용카드,148000,0,9900.0,138100.0
ORD_0000189,네이버페이,40000,3000,0.0,43000.0
ORD_0000190,휴대폰결제,186000,0,0.0,186000.0
ORD_0000191,신용카드,34000,3000,0.0,37000.0
ORD_0000192,토스페이,26000,3000,0.0,29000.0
ORD_0000193,신용카드,139000,0,0.0,139000.0
ORD_0000194,신용카드,55000,0,3900.0,51100.0
ORD_0000195,무통장입금,46000,3000,5200.0,43800.0
ORD_0000196,카카오페이,56000,0,6700.0,49300.0
ORD_0000197,무통장입금,147000,0,0.0,147000.0
ORD_0000198,신용카드,30000,3000,3600.0,29400.0
ORD_0000199,신용카드,440000,0,44200.0,395800.0
ORD_0000200,카카오페이,22000,3000,1400.0,23600.0
ORD_0000201,토스페이,98000,0,0.0,98000.0
ORD_0000202,네이버페이,355000,0,46000.0,309000.0
ORD_0000203,카카오페이,90000,0,0.0,90000.0
ORD_0000204,네이버페이,710000,0,47600.0,662400.0
ORD_0000205,네이버페이,31000,3000,0.0,34000.0
ORD_0000206,토스페이,256000,0,0.0,256000.0
ORD_0000207,네이버페이,27000,3000,3200.0,26800.0
ORD_0000208,신용카드,56000,0,0.0,56000.0
ORD_0000209,네이버페이,16000,3000,0.0,19000.0
ORD_0000210,신용카드,139000,0,9600.0,129400.0
ORD_0000211,신용카드,70000,0,0.0,70000.0
ORD_0000212,카카오페이,54000,0,0.0,54000.0
ORD_0000213,네이버페이,108000,0,15000.0,93000.0
ORD_0000214,신용카드,343000,0,0.0,343000.0
ORD_0000215,무통장입금,31000,3000,4100.0,29900.0
ORD_0000216,네이버페이,789000,0,61900.0,727100.0
ORD_0000217,토스페이,425000,0,0.0,425000.0
ORD_0000218,신용카드,173000,0,23700.0,149300.0
ORD_0000219,휴대폰결제,177000,0,25900.0,151100.0
ORD_0000220,신용카드,139000,0,0.0,139000.0
ORD_0000221,신용카드,978000,0,124700.0,853300.0
ORD_0000222,신용카드,386000,0,0.0,386000.0
ORD_0000223,카카오페이,22000,3000,0.0,25000.0
ORD_0000224,토스페이,270000,0,0.0,270000.0
ORD_0000225,네이버페이,27000,3000,0.0,30000.0
ORD_0000226,네이버페이,214000,0,18000.0,196000.0
ORD_0000227,네이버페이,45000,3000,2300.0,45700.0
ORD_0000228,신용카드,107000,0,8400.0,98600.0
ORD_0000229,신용카드,56000,0,0.0,56000.0
ORD_0000230,카카오페이,48000,3000,0.0,51000.0
ORD_0000231,네이버페이,56000,0,0.0,56000.0
ORD_0000232,카카오페이,241000,0,20500.0,220500.0
ORD_0000233,네이버페이,90000,0,10200.0,79800.0
ORD_0000234,카카오페이,45000,3000,3900.0,44100.0
ORD_0000235,네이버페이,896000,0,0.0,896000.0
ORD_0000236,휴대폰결제,101000,0,0.0,101000.0
ORD_0000237,신용카드,223000,0,0.0,223000.0
ORD_0000238,신용카드,16000,3000,0.0,19000.0
ORD_0000239,신용카드,217000,0,0.0,217000.0
ORD_0000240,휴대폰결제,310000,0,28600.0,281400.0
ORD_0000241,휴대폰결제,124000,0,17100.0,106900.0
ORD_0000242,토스페이,70000,0,9100.0,60900.0
ORD_0000243,카카오페이,384000,0,22200.0,361800.0
ORD_0000244,토스페이,534000,0,59500.0,474500.0
ORD_0000245,신용카드,86000,0,0.0,86000.0
ORD_0000246,토스페이,56000,0,0.0,56000.0
ORD_0000247,네이버페이,17000,3000,0.0,20000.0
ORD_0000248,카카오페이,30000,3000,0.0,33000.0
ORD_0000249,신용카드,405000,0,0.0,405000.0
ORD_0000250,카카오페이,38000,3000,0.0,41000.0
ORD_0000251,신용카드,112000,0,0.0,112000.0
ORD_0000252,토스페이,262000,0,0.0,262000.0
ORD_0000253,무통장입금,20000,3000,0.0,23000.0
ORD_0000254,토스페이,417000,0,0.0,417000.0
ORD_0000255,네이버페이,25000,3000,0.0,28000.0
ORD_0000256,카카오페이,56000,0,0.0,56000.0
ORD_0000257,카카오페이,250000,0,24900.0,225100.0
ORD_0000258,휴대폰결제,403000,0,0.0,403000.0
ORD_0000259,신용카드,124000,0,0.0,124000.0
ORD_0000260,네이버페이,37000,3000,0.0,40000.0
ORD_0000261,신용카드,112000,0,15200.0,96800.0
ORD_0000262,토스페이,11000,3000,0.0,14000.0
ORD_0000263,카카오페이,78000,0,0.0,78000.0
ORD_0000264,네이버페이,670000,0,82500.0,587500.0
ORD_0000265,신용카드,56000,0,4400.0,51600.0
ORD_0000266,신용카드,56000,0,0.0,56000.0
ORD_0000267,신용카드,22000,3000,0.0,25000.0
ORD_0000268,신용카드,16000,3000,0.0,19000.0
ORD_0000269,신용카드,165000,0,0.0,165000.0
ORD_0000270,토스페이,40000,3000,0.0,43000.0
ORD_0000271,신용카드,23000,3000,0.0,26000.0
ORD_0000272,신용카드,246000,0,0.0,246000.0
ORD_0000273,신용카드,521000,0,0.0,521000.0
ORD_0000274,신용카드,278000,0,0.0,278000.0
ORD_0000275,신용카드,270000,0,0.0,270000.0
ORD_0000276,휴대폰결제,64000,0,7100.0,56900.0
ORD_0000277,신용카드,60000,0,0.0,60000.0
ORD_0000278,신용카드,60000,0,0.0,60000.0
ORD_0000279,신용카드,30000,3000,0.0,33000.0
ORD_0000280,신용카드,229000,0,0.0,229000.0
ORD_0000281,신용카드,27000,3000,0.0,30000.0
ORD_0000282,신용카드,113000,0,10300.0,102700.0
ORD_0000283,휴대폰결제,896000,0,0.0,896000.0
ORD_0000284,신용카드,16000,3000,0.0,19000.0
ORD_0000285,카카오페이,62000,0,0.0,62000.0
ORD_0000286,토스페이,498000,0,0.0,498000.0
ORD_0000287,신용카드,233000,0,0.0,233000.0
ORD_0000288,신용카드,5000,3000,600.0,7400.0
ORD_0000289,네이버페이,139000,0,12300.0,126700.0
ORD_0000290,카카오페이,56000,0,0.0,56000.0
ORD_0000291,휴대폰결제,1201000,0,0.0,1201000.0
ORD_0000292,토스페이,123000,0,0.0,123000.0
ORD_0000293,카카오페이,37000,3000,0.0,40000.0
ORD_0000294,신용카드,211000,0,0.0,211000.0
ORD_0000295,휴대폰결제,278000,0,39600.0,238400.0
ORD_0000296,신용카드,132000,0,0.0,132000.0
ORD_0000297,신용카드,356000,0,0.0,356000.0
ORD_0000298,신용카드,83000,0,0.0,83000.0
ORD_0000299,신용카드,66000,0,0.0,66000.0
ORD_0000300,신용카드,70000,0,0.0,70000.0
ORD_0000301,휴대폰결제,242000,0,0.0,242000.0
ORD_0000302,휴대폰결제,147000,0,0.0,147000.0
ORD_0000303,신용카드,20000,3000,0.0,23000.0
ORD_0000304,신용카드,164000,0,0.0,164000.0
ORD_0000305,휴대폰결제,774000,0,0.0,774000.0
ORD_0000306,신용카드,6000,3000,0.0,9000.0
ORD_0000307,휴대폰결제,56000,0,0.0,56000.0
ORD_0000308,휴대폰결제,407000,0,0.0,407000.0
ORD_0000309,신용카드,20000,3000,0.0,23000.0
ORD_0000310,카카오페이,69000,0,0.0,69000.0
ORD_0000311,휴대폰결제,55000,0,0.0,55000.0
ORD_0000312,신용카드,56000,0,0.0,56000.0
ORD_0000313,신용카드,56000,0,0.0,56000.0
ORD_0000314,신용카드,56000,0,0.0,56000.0
ORD_0000315,카카오페이,68000,0,0.0,68000.0
ORD_0000316,토스페이,18000,3000,2400.0,18600.0
ORD_0000317,무통장입금,268000,0,0.0,268000.0
ORD_0000318,카카오페이,56000,0,0.0,56000.0
ORD_0000319,네이버페이,111000,0,0.0,111000.0
ORD_0000320,무통장입금,423000,0,0.0,423000.0
ORD_0000321,신용카드,247000,0,0.0,247000.0
ORD_0000322,신용카드,56000,0,3400.0,52600.0
ORD_0000323,카카오페이,46000,3000,0.0,49000.0
ORD_0000324,네이버페이,151000,0,0.0,151000.0
ORD_0000325,네이버페이,56000,0,0.0,56000.0
ORD_0000326,신용카드,56000,0,0.0,56000.0
ORD_0000327,토스페이,61000,0,0.0,61000.0
ORD_0000328,신용카드,144000,0,15900.0,128100.0
ORD_0000329,신용카드,184000,0,21000.0,163000.0
ORD_0000330,신용카드,80000,0,0.0,80000.0
ORD_0000331,카카오페이,61000,0,4200.0,56800.0
ORD_0000332,카카오페이,91000,0,0.0,91000.0
ORD_0000333,신용카드,76000,0,0.0,76000.0
ORD_0000334,신용카드,150000,0,9000.0,141000.0
ORD_0000335,무통장입금,56000,0,0.0,56000.0
ORD_0000336,신용카드,101000,0,14700.0,86300.0
ORD_0000337,신용카드,59000,0,0.0,59000.0
ORD_0000338,신용카드,112000,0,11700.0,100300.0
ORD_0000339,신용카드,178000,0,0.0,178000.0
ORD_0000340,신용카드,30000,3000,3300.0,29700.0
ORD_0000341,신용카드,168000,0,0.0,168000.0
ORD_0000342,신용카드,16000,3000,0.0,19000.0
ORD_0000343,네이버페이,143000,0,0.0,143000.0
ORD_0000344,신용카드,56000,0,0.0,56000.0
ORD_0000345,신용카드,70000,0,0.0,70000.0
ORD_0000346,네이버페이,66000,0,0.0,66000.0
ORD_0000347,신용카드,27000,3000,0.0,30000.0
ORD_0000348,토스페이,810000,0,0.0,810000.0
ORD_0000349,네이버페이,803000,0,0.0,803000.0
ORD_0000350,카카오페이,31000,3000,0.0,34000.0
ORD_0000351,카카오페이,195000,0,25100.0,169900.0
ORD_0000352,무통장입금,5000,3000,0.0,8000.0
ORD_0000353,신용카드,177000,0,0.0,177000.0
ORD_0000354,네이버페이,66000,0,0.0,66000.0
ORD_0000355,카카오페이,56000,0,0.0,56000.0
ORD_0000356,무통장입금,91000,0,5000.0,86000.0
ORD_0000357,신용카드,56000,0,7600.0,48400.0
ORD_0000358,카카오페이,142000,0,0.0,142000.0
ORD_0000359,신용카드,168000,0,9800.0,158200.0
ORD_0000360,네이버페이,272000,0,15200.0,256800.0
ORD_0000361,네이버페이,104000,0,0.0,104000.0
ORD_0000362,네이버페이,82000,0,0.0,82000.0
ORD_0000363,휴대폰결제,96000,0,6300.0,89700.0
ORD_0000364,신용카드,54000,0,0.0,54000.0
ORD_0000365,신용카드,45000,3000,0.0,48000.0
ORD_0000366,네이버페이,54000,0,0.0,54000.0
ORD_0000367,카카오페이,76000,0,0.0,76000.0
ORD_0000368,네이버페이,21000,3000,1100.0,22900.0
ORD_0000369,네이버페이,115000,0,0.0,115000.0
ORD_0000370,네이버페이,328000,0,0.0,328000.0
ORD_0000371,신용카드,89000,0,12800.0,76200.0
ORD_0000372,카카오페이,150000,0,9000.0,141000.0
ORD_0000373,카카오페이,126000,0,0.0,126000.0
ORD_0000374,신용카드,56000,0,0.0,56000.0
ORD_0000375,네이버페이,32000,3000,0.0,35000.0
ORD_0000376,카카오페이,295000,0,0.0,295000.0
ORD_0000377,휴대폰결제,129000,0,0.0,129000.0
ORD_0000378,신용카드,475000,0,0.0,475000.0
ORD_0000379,카카오페이,115000,0,0.0,115000.0
ORD_0000380,신용카드,1677000,0,0.0,1677000.0
ORD_0000381,카카오페이,12000,3000,1800.0,13200.0
ORD_0000382,카카오페이,475000,0,0.0,475000.0
ORD_0000383,무통장입금,345000,0,40300.0,304700.0
ORD_0000384,신용카드,22000,3000,0.0,25000.0
ORD_0000385,신용카드,46000,3000,6000.0,43000.0
ORD_0000386,신용카드,56000,0,0.0,56000.0
ORD_0000387,신용카드,69000,0,6100.0,62900.0
ORD_0000388,카카오페이,133000,0,0.0,133000.0
ORD_0000389,신용카드,139000,0,0.0,139000.0
ORD_0000390,토스페이,64000,0,0.0,64000.0
ORD_0000391,신용카드,112000,0,0.0,112000.0
ORD_0000392,카카오페이,43000,3000,0.0,46000.0
ORD_0000393,토스페이,258000,0,0.0,258000.0
ORD_0000394,신용카드,475000,0,50400.0,424600.0
ORD_0000395,신용카드,384000,0,0.0,384000.0
ORD_0000396,신용카드,147000,0,0.0,147000.0
ORD_0000397,카카오페이,50000,0,0.0,50000.0
ORD_0000398,네이버페이,209000,0,0.0,209000.0
ORD_0000399,토스페이,165000,0,0.0,165000.0
ORD_0000400,네이버페이,67000,0,0.0,67000.0
ORD_0000401,신용카드,64000,0,0.0,64000.0
ORD_0000402,휴대폰결제,92000,0,5900.0,86100.0
ORD_0000403,신용카드,76000,0,0.0,76000.0
ORD_0000404,신용카드,168000,0,0.0,168000.0
ORD_0000405,네이버페이,56000,0,5400.0,50600.0
ORD_0000406,신용카드,56000,0,0.0,56000.0
ORD_0000407,무통장입금,326000,0,0.0,326000.0
ORD_0000408,카카오페이,20000,3000,0.0,23000.0
ORD_0000409,카카오페이,27000,3000,0.0,30000.0
ORD_0000410,휴대폰결제,436000,0,33600.0,402400.0
ORD_0000411,신용카드,30000,3000,0.0,33000.0
ORD_0000412,신용카드,164000,0,0.0,164000.0
ORD_0000413,신용카드,109000,0,0.0,109000.0
ORD_0000414,신용카드,144000,0,0.0,144000.0
ORD_0000415,네이버페이,82000,0,0.0,82000.0
ORD_0000416,네이버페이,112000,0,0.0,112000.0
ORD_0000417,무통장입금,491000,0,0.0,491000.0
ORD_0000418,휴대폰결제,296000,0,0.0,296000.0
ORD_0000419,네이버페이,134000,0,0.0,134000.0
ORD_0000420,토스페이,163000,0,0.0,163000.0
ORD_0000421,토스페이,135000,0,8300.0,126700.0
ORD_0000422,신용카드,206000,0,0.0,206000.0
ORD_0000423,네이버페이,324000,0,0.0,324000.0
ORD_0000424,신용카드,30000,3000,0.0,33000.0
ORD_0000425,네이버페이,56000,0,5000.0,51000.0
ORD_0000426,토스페이,56000,0,5200.0,50800.0
ORD_0000427,신용카드,270000,0,35400.0,234600.0
ORD_0000428,신용카드,425000,0,0.0,425000.0
ORD_0000429,신용카드,250000,0,0.0,250000.0
ORD_0000430,신용카드,56000,0,0.0,56000.0
ORD_0000431,카카오페이,60000,0,9000.0,51000.0
ORD_0000432,신용카드,32000,3000,3400.0,31600.0
ORD_0000433,신용카드,37000,3000,0.0,40000.0
ORD_0000434,신용카드,55000,0,0.0,55000.0
ORD_0000435,네이버페이,104000,0,0.0,104000.0
ORD_0000436,네이버페이,580000,0,72600.0,507400.0
ORD_0000437,신용카드,56000,0,0.0,56000.0
ORD_0000438,신용카드,5000,3000,700.0,7300.0
ORD_0000439,신용카드,41000,3000,0.0,44000.0
ORD_0000440,신용카드,70000,0,0.0,70000.0
ORD_0000441,네이버페이,31000,3000,0.0,34000.0
ORD_0000442,네이버페이,22000,3000,0.0,25000.0
ORD_0000443,신용카드,92000,0,12400.0,79600.0
ORD_0000444,무통장입금,32000,3000,0.0,35000.0
ORD_0000445,신용카드,56000,0,6800.0,49200.0
ORD_0000446,신용카드,56000,0,0.0,56000.0
ORD_0000447,카카오페이,402000,0,38500.0,363500.0
ORD_0000448,카카오페이,86000,0,0.0,86000.0
ORD_0000449,토스페이,475000,0,0.0,475000.0
ORD_0000450,신용카드,328000,0,0.0,328000.0
ORD_0000451,신용카드,156000,0,22500.0,133500.0
ORD_0000452,카카오페이,25000,3000,0.0,28000.0
ORD_0000453,신용카드,112000,0,13400.0,98600.0
ORD_0000454,신용카드,153000,0,0.0,153000.0
ORD_0000455,네이버페이,513000,0,32700.0,480300.0
ORD_0000456,신용카드,77000,0,0.0,77000.0
ORD_0000457,카카오페이,31000,3000,2200.0,31800.0
ORD_0000458,신용카드,95000,0,0.0,95000.0
ORD_0000459,토스페이,78000,0,0.0,78000.0
ORD_0000460,신용카드,208000,0,0.0,208000.0
ORD_0000461,네이버페이,483000,0,0.0,483000.0
ORD_0000462,신용카드,77000,0,6700.0,70300.0
ORD_0000463,휴대폰결제,67000,0,4800.0,62200.0
ORD_0000464,휴대폰결제,165000,0,11500.0,153500.0
ORD_0000465,네이버페이,201000,0,0.0,201000.0
ORD_0000466,카카오페이,11000,3000,0.0,14000.0
ORD_0000467,네이버페이,10000,3000,1000.0,12000.0
ORD_0000468,휴대폰결제,78000,0,0.0,78000.0
ORD_0000469,신용카드,114000,0,10000.0,104000.0
ORD_0000470,신용카드,27000,3000,1400.0,28600.0
ORD_0000471,카카오페이,178000,0,0.0,178000.0
ORD_0000472,신용카드,1048000,0,0.0,1048000.0
ORD_0000473,카카오페이,56000,0,4300.0,51700.0
ORD_0000474,신용카드,14000,3000,0.0,17000.0
ORD_0000475,카카오페이,59000,0,0.0,59000.0
ORD_0000476,네이버페이,199000,0,0.0,199000.0
ORD_0000477,카카오페이,70000,0,0.0,70000.0
ORD_0000478,신용카드,56000,0,0.0,56000.0
ORD_0000479,네이버페이,112000,0,0.0,112000.0
ORD_0000480,네이버페이,10000,3000,0.0,13000.0
ORD_0000481,신용카드,950000,0,0.0,950000.0
ORD_0000482,네이버페이,116000,0,15300.0,100700.0
ORD_0000483,신용카드,26000,3000,0.0,29000.0
ORD_0000484,신용카드,554000,0,0.0,554000.0
ORD_0000485,신용카드,202000,0,0.0,202000.0
ORD_0000486,신용카드,22000,3000,0.0,25000.0
ORD_0000487,신용카드,26000,3000,0.0,29000.0
ORD_0000488,신용카드,11000,3000,900.0,13100.0
ORD_0000489,신용카드,112000,0,15600.0,96400.0
ORD_0000490,신용카드,54000,0,4700.0,49300.0
ORD_0000491,신용카드,112000,0,0.0,112000.0
ORD_0000492,네이버페이,16000,3000,0.0,19000.0
ORD_0000493,신용카드,136000,0,0.0,136000.0
ORD_0000494,토스페이,56000,0,0.0,56000.0
ORD_0000495,신용카드,81000,0,9400.0,71600.0
