order_id,customer_id,order_datetime,order_date,order_status
ORD_0000035,CUST_001123,2024-04-04 14:45:00,2024-04-04,배송완료
ORD_0000036,CUST_018594,2024-06-13 18:51:00,2024-06-13,배송완료
ORD_0000037,CUST_010769,2024-03-31 18:07:00,2024-03-31,취소
ORD_0000038,CUST_009543,2024-01-26 20:29:00,2024-01-26,배송완료
ORD_0000039,CUST_009797,2024-02-14 16:35:00,2024-02-14,배송완료
ORD_0000040,CUST_003205,2024-05-11 12:48:00,2024-05-11,배송완료
ORD_0000041,CUST_012342,2024-02-18 04:52:00,2024-02-18,배송완료
ORD_0000042,CUST_019994,2024-04-04 13:50:00,2024-04-04,배송완료
ORD_0000043,CUST_015789,2024-02-05 18:59:00,2024-02-05,배송완료
ORD_0000044,CUST_000005,2024-05-23 03:36:00,2024-05-23,배송완료
ORD_0000045,CUST_007805,2024-05-09 08:46:00,2024-05-09,배송완료
ORD_0000046,CUST_019168,2024-01-24 16:50:00,2024-01-24,배송완료
ORD_0000047,CUST_014391,2024-06-18 14:56:00,2024-06-18,배송중
ORD_0000048,CUST_009156,2024-03-21 21:12:00,2024-03-21,배송완료
ORD_0000049,CUST_002188,2024-04-23 21:43:00,2024-04-23,배송완료
ORD_0000050,CUST_001744,2024-05-11 10:57:00,2024-05-11,배송중
ORD_0000051,CUST_019686,2024-04-07 21:41:00,2024-04-07,배송완료
ORD_0000052,CUST_008228,2024-03-03 14:57:00,2024-03-03,결제완료
ORD_0000053,CUST_010438,2024-05-03 19:33:00,2024-05-03,배송완료
ORD_0000054,CUST_013413,2024-01-18 20:18:00,2024-01-18,배송완료
ORD_0000055,CUST_011862,2024-05-21 19:54:00,2024-05-21,배송중
ORD_0000056,CUST_010082,2024-04-09 15:10:00,2024-04-09,배송완료
ORD_0000057,CUST_016946,2024-05-14 13:10:00,2024-05-14,배송완료
ORD_0000058,CUST_001144,2024-03-09 10:52:00,2024-03-09,배송완료
ORD_0000059,CUST_018857,2024-03-28 23:08:00,2024-03-28,배송중
ORD_0000060,CUST_017404,2024-03-26 20:48:00,2024-03-26,배송완료
ORD_0000061,CUST_008156,2024-03-15 08:11:00,2024-03-15,배송완료
ORD_0000062,CUST_005043,2024-04-27 20:07:00,2024-04-27,배송중
ORD_0000063,CUST_010184,2024-01-28 12:54:00,2024-01-28,배송완료
ORD_0000064,CUST_010942,2024-06-16 20:42:00,2024-06-16,배송완료
ORD_0000065,CUST_002391,2024-03-26 15:55:00,2024-03-26,배송완료
ORD_0000066,CUST_002271,2024-03-23 23:10:00,2024-03-23,배송완료
ORD_0000067,CUST_019888,2024-04-19 09:20:00,2024-04-19,결제완료
ORD_0000068,CUST_005429,2024-03-19 20:37:00,2024-03-19,배송완료
ORD_0000069,CUST_001123,2024-06-19 20:40:00,2024-06-19,배송완료
ORD_0000070,CUST_012426,2024-02-27 13:27:00,2024-02-27,취소
ORD_0000071,CUST_012951,2024-02-12 17:05:00,2024-02-12,배송완료
ORD_0000072,CUST_017000,2024-05-03 09:18:00,2024-05-03,배송완료
ORD_0000073,CUST_003894,2024-06-27 16:36:00,2024-06-27,배송완료
ORD_0000074,CUST_014194,2024-04-20 20:40:00,2024-04-20,배송중
ORD_0000075,CUST_005952,2024-01-23 20:05:00,2024-01-23,배송완료
ORD_0000076,CUST_007979,2024-02-12 13:44:00,2024-02-12,배송중
ORD_0000077,CUST_005519,2024-01-08 15:48:00,2024-01-08,배송완료
ORD_0000078,CUST_018999,2024-03-24 07:40:00,2024-03-24,배송완료
ORD_0000079,CUST_017156,2024-01-12 19:14:00,2024-01-12,배송완료
ORD_0000080,CUST_017279,2024-04-03 02:54:00,2024-04-03,배송완료
ORD_0000081,CUST_002288,2024-02-15 15:59:00,2024-02-15,배송중
ORD_0000082,CUST_018174,2024-02-02 21:35:00,2024-02-02,배송완료
ORD_0000083,CUST_016723,2024-04-27 21:20:00,2024-04-27,배송중
ORD_0000084,CUST_015661,2024-01-15 08:58:00,2024-01-15,배송중
ORD_0000085,CUST_009319,2024-01-31 18:39:00,2024-01-31,배송중
ORD_0000086,CUST_011874,2024-02-21 20:47:00,2024-02-21,배송완료
ORD_0000087,CUST_011209,2024-02-29 13:28:00,2024-02-29,배송완료
ORD_0000088,CUST_000934,2024-05-22 12:01:00,2024-05-22,취소
ORD_0000089,CUST_005871,2024-05-21 20:26:00,2024-05-21,배송완료
ORD_0000090,CUST_004827,2024-04-06 13:01:00,2024-04-06,배송완료
ORD_0000091,CUST_013161,2024-01-25 14:02:00,2024-01-25,배송완료
ORD_0000092,CUST_011210,2024-01-05 19:11:00,2024-01-05,배송완료
ORD_0000093,CUST_008364,2024-05-11 12:38:00,2024-05-11,배송완료
ORD_0000094,CUST_009230,2024-02-23 19:07:00,2024-02-23,배송완료
ORD_0000095,CUST_002843,2024-04-26 00:56:00,2024-04-26,배송완료
ORD_0000096,CUST_005696,2024-04-01 22:07:00,2024-04-01,배송완료
ORD_0000097,CUST_005064,2024-02-18 17:58:00,2024-02-18,배송완료
ORD_0000098,CUST_002965,2024-02-27 12:59:00,2024-02-27,배송완료
ORD_0000099,CUST_005031,2024-02-02 11:12:00,2024-02-02,배송완료
ORD_0000100,CUST_010166,2024-04-07 21:15:00,2024-04-07,배송완료
ORD_0000101,CUST_010184,2024-02-08 20:03:00,2024-02-08,배송완료
ORD_0000102,CUST_002547,2024-02-21 18:08:00,2024-02-21,배송완료
ORD_0000103,CUST_012261,2024-01-15 11:50:00,2024-01-15,배송완료
ORD_0000104,CUST_017202,2024-01-28 21:04:00,2024-01-28,배송완료
ORD_0000105,CUST_001123,2024-05-08 16:57:00,2024-05-08,배송중
ORD_0000106,CUST_000066,2024-01-23 20:11:00,2024-01-23,배송완료
ORD_0000107,CUST_009319,2024-01-11 16:32:00,2024-01-11,배송완료
ORD_0000108,CUST_015750,2024-05-12 22:53:00,2024-05-12,배송완료
ORD_0000109,CUST_010397,2024-02-23 20:25:00,2024-02-23,배송완료
ORD_0000110,CUST_006760,2024-04-08 23:02:00,2024-04-08,배송완료
ORD_0000111,CUST_008016,2024-06-24 10:24:00,2024-06-24,배송중
ORD_0000112,CUST_000430,2024-02-09 13:58:00,2024-02-09,배송완료
ORD_0000113,CUST_019754,2024-03-20 17:14:00,2024-03-20,배송완료
ORD_0000114,CUST_011392,2024-02-03 14:12:00,2024-02-03,배송완료
ORD_0000115,CUST_018295,2024-02-17 11:25:00,2024-02-17,배송완료
ORD_0000116,CUST_007790,2024-06-16 08:23:00,2024-06-16,배송완료
ORD_0000117,CUST_004438,2024-01-28 16:34:00,2024-01-28,배송완료
ORD_0000118,CUST_011365,2024-01-19 09:26:00,2024-01-19,배송완료
ORD_0000119,CUST_010587,2024-01-05 09:01:00,2024-01-05,배송완료
ORD_0000120,CUST_019912,2024-02-26 16:59:00,2024-02-26,배송완료
ORD_0000121,CUST_003780,2024-06-04 16:50:00,2024-06-04,배송완료
ORD_0000122,CUST_016449,2024-01-15 20:03:00,2024-01-15,배송완료
ORD_0000123,CUST_015762,2024-06-27 20:27:00,2024-06-27,배송완료
ORD_0000124,CUST_017655,2024-01-17 12:25:00,2024-01-17,배송완료
ORD_0000125,CUST_002558,2024-01-07 13:11:00,2024-01-07,배송완료
ORD_0000126,CUST_000324,2024-05-29 20:05:00,2024-05-29,배송완료
ORD_0000127,CUST_013579,2024-06-23 13:36:00,2024-06-23,배송완료
ORD_0000128,CUST_017452,2024-03-07 22:27:00,2024-03-07,배송완료
ORD_0000129,CUST_008397,2024-01-19 08:25:00,2024-01-19,배송완료
ORD_0000130,CUST_004439,2024-01-23 19:00:00,2024-01-23,배송완료
ORD_0000131,CUST_002612,2024-04-24 17:22:00,2024-04-24,결제완료
ORD_0000132,CUST_015018,2024-04-11 21:35:00,2024-04-11,배송완료
ORD_0000133,CUST_002346,2024-04-25 02:49:00,2024-04-25,배송완료
ORD_0000134,CUST_019211,2024-06-12 14:48:00,2024-06-12,배송중
ORD_0000135,CUST_009229,2024-05-11 18:55:00,2024-05-11,결제완료
ORD_0000136,CUST_018394,2024-01-01 08:29:00,2024-01-01,배송완료
ORD_0000137,CUST_016060,2024-06-25 18:59:00,2024-06-25,배송완료
ORD_0000138,CUST_000816,2024-04-08 05:12:00,2024-04-08,배송완료
ORD_0000139,CUST_006311,2024-02-17 20:47:00,2024-02-17,배송완료
ORD_0000140,CUST_012263,2024-02-10 14:45:00,2024-02-10,배송완료
ORD_0000141,CUST_002043,2024-02-12 19:02:00,2024-02-12,배송완료
ORD_0000142,CUST_018122,2024-04-08 20:55:00,2024-04-08,배송완료
ORD_0000143,CUST_017368,2024-02-11 21:22:00,2024-02-11,배송완료
ORD_0000144,CUST_015733,2024-04-11 15:35:00,2024-04-11,배송완료
ORD_0000145,CUST_008198,2024-01-31 13:48:00,2024-01-31,결제완료
ORD_0000146,CUST_002432,2024-04-01 23:54:00,2024-04-01,배송완료
ORD_0000147,CUST_008129,2024-06-10 05:09:00,2024-06-10,배송완료
ORD_0000148,CUST_004170,2024-06-14 20:58:00,2024-06-14,배송완료
ORD_0000149,CUST_001123,2024-02-20 19:38:00,2024-02-20,배송완료
ORD_0000150,CUST_013366,2024-03-22 14:07:00,2024-03-22,배송완료
ORD_0000151,CUST_015625,2024-05-11 20:09:00,2024-05-11,배송완료
ORD_0000152,CUST_001123,2024-04-26 10:39:00,2024-04-26,배송완료
ORD_0000153,CUST_004855,2024-01-29 20:53:00,2024-01-29,배송완료
ORD_0000154,CUST_009229,2024-05-13 05:16:00,2024-05-13,배송중
ORD_0000155,CUST_013540,2024-01-10 14:07:00,2024-01-10,배송완료
ORD_0000156,CUST_011539,2024-02-20 08:18:00,2024-02-20,배송완료
ORD_0000157,CUST_009830,2024-01-16 17:01:00,2024-01-16,배송완료
ORD_0000158,CUST_008200,2024-05-03 18:01:00,2024-05-03,결제완료
ORD_0000159,CUST_014353,2024-01-09 18:23:00,2024-01-09,배송완료
ORD_0000160,CUST_011850,2024-06-17 22:53:00,2024-06-17,배송완료
ORD_0000161,CUST_017051,2024-03-27 09:47:00,2024-03-27,배송완료
ORD_0000162,CUST_010002,2024-01-29 09:08:00,2024-01-29,배송완료
ORD_0000163,CUST_000139,2024-05-30 14:56:00,2024-05-30,배송완료
ORD_0000164,CUST_014000,2024-02-18 13:36:00,2024-02-18,배송완료
ORD_0000165,CUST_003487,2024-05-21 05:13:00,2024-05-21,배송완료
ORD_0000166,CUST_015361,2024-05-13 12:15:00,2024-05-13,배송완료
ORD_0000167,CUST_010168,2024-03-15 17:09:00,2024-03-15,배송완료
ORD_0000168,CUST_019543,2024-03-04 12:51:00,2024-03-04,배송완료
ORD_0000169,CUST_017577,2024-05-10 09:20:00,2024-05-10,배송완료
ORD_0000170,CUST_005093,2024-06-09 12:00:00,2024-06-09,배송완료
ORD_0000171,CUST_008045,2024-03-04 22:39:00,2024-03-04,배송완료
ORD_0000172,CUST_009464,2024-02-11 15:50:00,2024-02-11,배송완료
ORD_0000173,CUST_004536,2024-02-20 09:00:00,2024-02-20,배송완료
ORD_0000174,CUST_004879,2024-06-03 17:59:00,2024-06-03,배송완료
ORD_0000175,CUST_016661,2024-04-05 20:59:00,2024-04-05,배송완료
ORD_0000176,CUST_014391,2024-03-22 16:33:00,2024-03-22,배송완료
ORD_0000177,CUST_012179,2024-01-11 20:42:00,2024-01-11,배송완료
ORD_0000178,CUST_013177,2024-05-30 19:41:00,2024-05-30,배송중
ORD_0000179,CUST_013064,2024-04-03 11:00:00,2024-04-03,배송완료
ORD_0000180,CUST_005031,2024-06-04 21:24:00,2024-06-04,배송완료
ORD_0000181,CUST_004268,2024-05-30 11:32:00,2024-05-30,배송완료
ORD_0000182,CUST_016180,2024-02-09 18:49:00,2024-02-09,배송완료
ORD_0000183,CUST_009723,2024-02-26 18:14:00,2024-02-26,배송완료
ORD_0000184,CUST_001468,2024-06-04 20:44:00,2024-06-04,배송완료
ORD_0000185,CUST_010050,2024-04-19 18:10:00,2024-04-19,배송완료
ORD_0000186,CUST_011513,2024-02-27 22:48:00,2024-02-27,배송완료
ORD_0000187,CUST_018223,2024-04-19 18:27:00,2024-04-19,배송완료
ORD_0000188,CUST_003850,2024-02-03 07:17:00,2024-02-03,배송완료
ORD_0000189,CUST_009832,2024-05-19 15:58:00,2024-05-19,배송완료
ORD_0000190,CUST_005089,2024-03-15 21:08:00,2024-03-15,배송완료
ORD_0000191,CUST_008636,2024-02-02 21:09:00,2024-02-02,배송완료
ORD_0000192,CUST_000626,2024-05-02 10:43:00,2024-05-02,배송중
ORD_0000193,CUST_017550,2024-02-10 20:56:00,2024-02-10,배송완료
ORD_0000194,CUST_005031,2024-04-16 17:53:00,2024-04-16,배송중
ORD_0000195,CUST_004826,2024-05-30 11:20:00,2024-05-30,배송완료
ORD_0000196,CUST_015218,2024-06-03 21:20:00,2024-06-03,배송완료
ORD_0000197,CUST_018159,2024-03-16 14:35:00,2024-03-16,배송중
ORD_0000198,CUST_008903,2024-01-01 16:49:00,2024-01-01,배송완료
ORD_0000199,CUST_002288,2024-04-23 00:40:00,2024-04-23,배송완료
ORD_0000200,CUST_012180,2024-02-03 19:13:00,2024-02-03,배송완료
ORD_0000201,CUST_011367,2024-04-22 04:29:00,2024-04-22,배송완료
ORD_0000202,CUST_009573,2024-06-15 17:40:00,2024-06-15,배송완료
ORD_0000203,CUST_006513,2024-05-27 10:40:00,2024-05-27,배송완료
ORD_0000204,CUST_014578,2024-04-10 22:49:00,2024-04-10,배송완료
ORD_0000205,CUST_003850,2024-06-22 10:55:00,2024-06-22,배송완료
ORD_0000206,CUST_015554,2024-03-27 09:30:00,2024-03-27,배송완료
ORD_0000207,CUST_008045,2024-04-07 02:53:00,2024-04-07,배송완료
ORD_0000208,CUST_003011,2024-01-15 10:56:00,2024-01-15,배송완료
ORD_0000209,CUST_019076,2024-06-27 11:28:00,2024-06-27,배송완료
ORD_0000210,CUST_006916,2024-04-10 19:29:00,2024-04-10,배송완료
ORD_0000211,CUST_018582,2024-01-08 09:05:00,2024-01-08,배송완료
ORD_0000212,CUST_018726,2024-02-12 18:25:00,2024-02-12,배송완료
ORD_0000213,CUST_013162,2024-02-07 20:01:00,2024-02-07,배송완료
ORD_0000214,CUST_013925,2024-04-16 01:41:00,2024-04-16,배송완료
ORD_0000215,CUST_016848,2024-04-25 17:20:00,2024-04-25,배송완료
ORD_0000216,CUST_013470,2024-06-19 09:01:00,2024-06-19,배송중
ORD_0000217,CUST_017084,2024-02-09 15:57:00,2024-02-09,배송완료
ORD_0000218,CUST_014403,2024-01-29 15:37:00,2024-01-29,배송완료
ORD_0000219,CUST_012917,2024-05-01 23:27:00,2024-05-01,배송완료
ORD_0000220,CUST_013829,2024-02-09 19:34:00,2024-02-09,배송완료
ORD_0000221,CUST_001667,2024-05-15 17:24:00,2024-05-15,결제완료
ORD_0000222,CUST_002432,2024-01-29 19:15:00,2024-01-29,배송완료
ORD_0000223,CUST_018242,2024-01-25 21:02:00,2024-01-25,배송완료
ORD_0000224,CUST_003660,2024-04-05 09:54:00,2024-04-05,배송완료
ORD_0000225,CUST_006022,2024-04-14 14:21:00,2024-04-14,배송완료
ORD_0000226,CUST_008156,2024-03-09 21:26:00,2024-03-09,결제완료
ORD_0000227,CUST_006237,2024-01-17 13:01:00,2024-01-17,배송완료
ORD_0000228,CUST_019626,2024-03-16 18:26:00,2024-03-16,배송완료
ORD_0000229,CUST_006754,2024-04-25 07:09:00,2024-04-25,배송완료
ORD_0000230,CUST_001123,2024-03-22 15:52:00,2024-03-22,배송완료
ORD_0000231,CUST_005002,2024-03-04 21:30:00,2024-03-04,배송완료
ORD_0000232,CUST_000535,2024-06-20 19:31:00,2024-06-20,배송완료
ORD_0000233,CUST_010538,2024-05-20 20:10:00,2024-05-20,배송완료
ORD_0000234,CUST_017353,2024-03-20 21:50:00,2024-03-20,배송완료
ORD_0000235,CUST_004993,2024-02-09 17:33:00,2024-02-09,배송완료
ORD_0000236,CUST_012031,2024-01-24 09:37:00,2024-01-24,배송완료
ORD_0000237,CUST_000802,2024-03-28 04:37:00,2024-03-28,배송완료
ORD_0000238,CUST_005198,2024-02-12 20:58:00,2024-02-12,배송완료
ORD_0000239,CUST_003128,2024-04-29 17:20:00,2024-04-29,배송완료
ORD_0000240,CUST_008069,2024-04-19 21:24:00,2024-04-19,배송완료
ORD_0000241,CUST_012522,2024-02-07 14:42:00,2024-02-07,배송완료
ORD_0000242,CUST_010442,2024-02-01 11:32:00,2024-02-01,배송완료
ORD_0000243,CUST_016438,2024-03-03 13:45:00,2024-03-03,배송완료
ORD_0000244,CUST_001639,2024-02-21 18:18:00,2024-02-21,결제완료
ORD_0000245,CUST_000289,2024-06-21 21:44:00,2024-06-21,배송완료
ORD_0000246,CUST_016322,2024-06-07 10:33:00,2024-06-07,배송완료
ORD_0000247,CUST_005305,2024-02-18 09:38:00,2024-02-18,배송완료
ORD_0000248,CUST_008235,2024-06-13 17:33:00,2024-06-13,배송완료
ORD_0000249,CUST_013248,2024-02-18 21:47:00,2024-02-18,배송완료
ORD_0000250,CUST_006055,2024-05-20 22:50:00,2024-05-20,배송완료
ORD_0000251,CUST_007241,2024-01-07 09:47:00,2024-01-07,배송완료
ORD_0000252,CUST_012498,2024-04-25 09:52:00,2024-04-25,배송완료
ORD_0000253,CUST_001974,2024-01-21 10:45:00,2024-01-21,배송완료
ORD_0000254,CUST_010151,2024-01-16 11:45:00,2024-01-16,배송완료
ORD_0000255,CUST_015882,2024-03-25 10:00:00,2024-03-25,배송완료
ORD_0000256,CUST_016848,2024-06-07 20:46:00,2024-06-07,취소
ORD_0000257,CUST_002288,2024-04-10 13:53:00,2024-04-10,취소
ORD_0000258,CUST_012110,2024-03-17 16:29:00,2024-03-17,배송완료
ORD_0000259,CUST_005031,2024-01-30 19:47:00,2024-01-30,배송완료
ORD_0000260,CUST_015480,2024-02-15 15:04:00,2024-02-15,배송중
ORD_0000261,CUST_005871,2024-06-09 11:43:00,2024-06-09,배송중
ORD_0000262,CUST_017586,2024-04-27 07:37:00,2024-04-27,배송중
ORD_0000263,CUST_002645,2024-06-06 20:09:00,2024-06-06,결제완료
ORD_0000264,CUST_007878,2024-04-30 10:46:00,2024-04-30,배송완료
ORD_0000265,CUST_005132,2024-05-28 18:14:00,2024-05-28,배송완료
ORD_0000266,CUST_001095,2024-03-15 19:57:00,2024-03-15,배송중
ORD_0000267,CUST_016891,2024-01-16 21:34:00,2024-01-16,배송완료
ORD_0000268,CUST_016352,2024-01-30 03:35:00,2024-01-30,결제완료
ORD_0000269,CUST_011055,2024-04-09 20:24:00,2024-04-09,배송완료
ORD_0000270,CUST_003712,2024-04-30 12:44:00,2024-04-30,배송완료
ORD_0000271,CUST_013309,2024-04-24 08:24:00,2024-04-24,배송완료
ORD_0000272,CUST_012818,2024-05-30 16:30:00,2024-05-30,배송완료
ORD_0000273,CUST_011625,2024-03-13 16:14:00,2024-03-13,배송완료
ORD_0000274,CUST_015762,2024-02-27 06:14:00,2024-02-27,배송완료
ORD_0000275,CUST_005031,2024-03-22 17:12:00,2024-03-22,배송완료
ORD_0000276,CUST_002811,2024-06-27 14:36:00,2024-06-27,배송완료
ORD_0000277,CUST_003618,2024-05-29 16:54:00,2024-05-29,배송중
ORD_0000278,CUST_002288,2024-01-15 21:28:00,2024-01-15,배송완료
ORD_0000279,CUST_010538,2024-03-16 15:01:00,2024-03-16,배송완료
ORD_0000280,CUST_001243,2024-04-01 05:01:00,2024-04-01,배송중
ORD_0000281,CUST_007588,2024-02-15 15:13:00,2024-02-15,배송완료
ORD_0000282,CUST_000256,2024-05-15 19:51:00,2024-05-15,배송완료
ORD_0000283,CUST_014362,2024-01-14 18:10:00,2024-01-14,배송완료
ORD_0000284,CUST_007928,2024-02-03 22:10:00,2024-02-03,배송완료
ORD_0000285,CUST_018403,2024-02-26 17:49:00,2024-02-26,배송완료
ORD_0000286,CUST_004207,2024-06-26 20:40:00,2024-06-26,배송완료
ORD_0000287,CUST_010438,2024-03-06 20:18:00,2024-03-06,배송완료
ORD_0000288,CUST_016335,2024-04-18 19:28:00,2024-04-18,결제완료
ORD_0000289,CUST_014391,2024-06-04 17:13:00,2024-06-04,배송완료
ORD_0000290,CUST_010464,2024-06-17 02:21:00,2024-06-17,배송완료
ORD_0000291,CUST_018473,2024-03-16 19:55:00,2024-03-16,배송완료
ORD_0000292,CUST_007847,2024-05-31 18:49:00,2024-05-31,배송완료
ORD_0000293,CUST_002288,2024-04-06 12:48:00,2024-04-06,결제완료
ORD_0000294,CUST_013457,2024-02-25 02:09:00,2024-02-25,배송완료
ORD_0000295,CUST_017340,2024-01-29 02:41:00,2024-01-29,배송완료
ORD_0000296,CUST_002645,2024-02-29 11:03:00,2024-02-29,배송중
ORD_0000297,CUST_011597,2024-02-25 15:17:00,2024-02-25,배송완료
ORD_0000298,CUST_004350,2024-02-12 10:40:00,2024-02-12,배송완료
ORD_0000299,CUST_004953,2024-04-08 17:39:00,2024-04-08,배송완료
ORD_0000300,CUST_014095,2024-06-11 12:17:00,2024-06-11,배송완료
ORD_0000301,CUST_014473,2024-05-17 20:14:00,2024-05-17,배송중
ORD_0000302,CUST_005530,2024-04-04 12:37:00,2024-04-04,배송완료
ORD_0000303,CUST_011874,2024-03-03 01:40:00,2024-03-03,배송완료
ORD_0000304,CUST_001954,2024-02-19 22:47:00,2024-02-19,배송완료
ORD_0000305,CUST_009810,2024-01-21 17:27:00,2024-01-21,배송완료
ORD_0000306,CUST_013161,2024-05-10 12:23:00,2024-05-10,배송완료
ORD_0000307,CUST_016903,2024-01-23 14:01:00,2024-01-23,배송완료
ORD_0000308,CUST_001227,2024-01-17 07:55:00,2024-01-17,배송완료
ORD_0000309,CUST_000337,2024-04-07 08:58:00,2024-04-07,배송완료
ORD_0000310,CUST_012312,2024-05-26 22:32:00,2024-05-26,배송중
ORD_0000311,CUST_012178,2024-01-26 16:19:00,2024-01-26,배송완료
ORD_0000312,CUST_005031,2024-06-04 18:13:00,2024-06-04,배송완료
ORD_0000313,CUST_002675,2024-01-25 21:34:00,2024-01-25,배송완료
ORD_0000314,CUST_010513,2024-06-27 19:39:00,2024-06-27,배송완료
ORD_0000315,CUST_002288,2024-02-14 16:55:00,2024-02-14,배송완료
ORD_0000316,CUST_003458,2024-04-10 18:41:00,2024-04-10,배송완료
ORD_0000317,CUST_005093,2024-05-08 12:14:00,2024-05-08,배송완료
ORD_0000318,CUST_016977,2024-02-20 21:51:00,2024-02-20,배송완료
ORD_0000319,CUST_012682,2024-02-19 18:42:00,2024-02-19,배송완료
ORD_0000320,CUST_014535,2024-06-07 19:39:00,2024-06-07,배송완료
ORD_0000321,CUST_014809,2024-05-04 17:23:00,2024-05-04,배송중
ORD_0000322,CUST_013648,2024-01-31 19:41:00,2024-01-31,배송완료
ORD_0000323,CUST_001564,2024-03-05 02:36:00,2024-03-05,취소
ORD_0000324,CUST_019275,2024-04-09 20:17:00,2024-04-09,배송완료
ORD_0000325,CUST_019379,2024-01-18 22:35:00,2024-01-18,결제완료
ORD_0000326,CUST_013469,2024-02-05 17:44:00,2024-02-05,배송완료
ORD_0000327,CUST_004328,2024-03-08 12:39:00,2024-03-08,배송완료
ORD_0000328,CUST_004103,2024-06-07 18:51:00,2024-06-07,배송완료
ORD_0000329,CUST_018541,2024-05-05 11:36:00,2024-05-05,배송완료
ORD_0000330,CUST_008568,2024-05-25 11:06:00,2024-05-25,취소
ORD_0000331,CUST_014019,2024-04-23 18:49:00,2024-04-23,배송완료
ORD_0000332,CUST_002573,2024-04-15 20:50:00,2024-04-15,배송완료
ORD_0000333,CUST_005825,2024-02-20 17:54:00,2024-02-20,배송완료
ORD_0000334,CUST_009723,2024-06-13 19:18:00,2024-06-13,배송완료
ORD_0000335,CUST_009355,2024-06-21 18:25:00,2024-06-21,배송완료
ORD_0000336,CUST_007666,2024-06-13 13:35:00,2024-06-13,취소
ORD_0000337,CUST_010442,2024-04-28 11:34:00,2024-04-28,배송완료
ORD_0000338,CUST_013947,2024-02-16 07:24:00,2024-02-16,배송완료
ORD_0000339,CUST_003285,2024-05-04 20:52:00,2024-05-04,배송완료
ORD_0000340,CUST_006797,2024-03-27 22:43:00,2024-03-27,배송완료
ORD_0000341,CUST_016713,2024-05-08 07:59:00,2024-05-08,배송완료
ORD_0000342,CUST_005031,2024-06-24 09:42:00,2024-06-24,배송완료
ORD_0000343,CUST_010003,2024-01-08 18:18:00,2024-01-08,배송완료
ORD_0000344,CUST_009756,2024-03-02 16:44:00,2024-03-02,배송완료
ORD_0000345,CUST_015133,2024-06-27 20:50:00,2024-06-27,배송완료
ORD_0000346,CUST_004540,2024-06-06 22:15:00,2024-06-06,배송완료
ORD_0000347,CUST_006951,2024-02-27 17:04:00,2024-02-27,배송완료
ORD_0000348,CUST_005031,2024-06-22 11:43:00,2024-06-22,배송완료
ORD_0000349,CUST_015595,2024-01-28 20:25:00,2024-01-28,배송완료
ORD_0000350,CUST_007707,2024-02-13 17:11:00,2024-02-13,배송완료
